season,title,rating,votes,summary,link
5,S5.E9 ∙ Last Resort,8.9, (4.6K),"A person takes House, Thirteen and others as hostages. He's seen several doctors but none have found what ails him. As they work towards finding a solution, Thirteen makes decisions which leads her to think about her own condition.",https://www.imdb.com/title/tt1273733/?ref_=ttep_ep_9
5,S5.E10 ∙ Let Them Eat Cake,8.1, (3.1K),The drug trial brings back memories for Thirteen; Kutner and Taub scramble as they try to salvage a scam and save the team's patient whose gastric bypass may not have saved her life.,https://www.imdb.com/title/tt1273713/?ref_=ttep_ep_10
5,S5.E11 ∙ Joy to the World,8.2, (3.4K),"A teenager collapses on stage, and the outcome will lead to a surprise for Cuddy. Wilson convinces House to be nice to his patients during the holidays. Foreman and Thirteen have issues when a trial patient drops from the program.",https://www.imdb.com/title/tt1273714/?ref_=ttep_ep_11
5,S5.E12 ∙ Painless,7.9, (3.1K),House treats a patient who's worn out by chronic pain. Cuddy tries to do her job and take care of her new child. Foreman and Thirteen's relationship stalls.,https://www.imdb.com/title/tt1273715/?ref_=ttep_ep_12
5,S5.E13 ∙ Big Baby,7.8, (2.9K),"House maneuvers against a measured Cameron when she takes over Cuddy's duties, Foreman faces an ethical dilemma, and Cuddy has trouble bonding with the baby.",https://www.imdb.com/title/tt1273716/?ref_=ttep_ep_13
5,S5.E14 ∙ The Greater Good,7.8, (2.9K),"A physician who gave up her career comes in for treatment, leading to tense encounters with the team. Meanwhile, Cuddy exacts revenge and Foreman's choice has devastating consequences.",https://www.imdb.com/title/tt1273717/?ref_=ttep_ep_14
5,S5.E15 ∙ Unfaithful,8.3, (3.2K),"House treats a priest who's lost his faith, issues an ultimatum to Foreman and Thirteen, and plays with Cuddy's desire to have him attend - or is it not attend? - her baby's naming ceremony.",https://www.imdb.com/title/tt1273718/?ref_=ttep_ep_15
5,S5.E16 ∙ The Softer Side,8.4, (3.3K),"House's team resents being made complicit in a web of lies parents have told their son when he's brought in for treatment that may be related to his intersexuality. Meanwhile, no one's content that House is happy.",https://www.imdb.com/title/tt1273719/?ref_=ttep_ep_16
5,S5.E17 ∙ The Social Contract,8.6, (3.4K),"The team tries to diagnose a condition that leaves the patient saying anything that he thinks, no matter whom it hurts, and Wilson raises House's antennae when he passes up a monster truck rally.",https://www.imdb.com/title/tt1273720/?ref_=ttep_ep_17
5,S5.E18 ∙ Here Kitty,8.1, (3.1K),House treats a patient who is convinced she's dying because of a death predicting cat. Meanwhile Taub catches up with an old High School classmate and contemplates leaving the team.,https://www.imdb.com/title/tt1273721/?ref_=ttep_ep_18
5,S5.E19 ∙ Locked In,9.1, (5K),"House is injured in a motorcycle accident. While recovering, he finds an accident victim suffering from a brain injury. House tries to prove the brain damage caused the accident, not vice versa, so he can treat the patient.",https://www.imdb.com/title/tt1273722/?ref_=ttep_ep_19
5,S5.E20 ∙ Simple Explanation,9.1, (5.3K),"Taub treats a patient whose dying husband gets better as she becomes sicker, while the rest of the team deals with a devastating loss.",https://www.imdb.com/title/tt1273724/?ref_=ttep_ep_20
5,S5.E21 ∙ Saviors,8.2, (3.1K),House worries he's lost his mojo when he can't determine the reason for Cameron and Wilson's changed behaviors or his new patient's diagnosis.,https://www.imdb.com/title/tt1273725/?ref_=ttep_ep_21
5,S5.E22 ∙ House Divided,9.0, (4.2K),"House's Amber hallucination becomes more aggressive as sleep deprivation takes its toll endangering a patient, and Chase's bachelor party ends in the emergency room.",https://www.imdb.com/title/tt1273726/?ref_=ttep_ep_22
5,S5.E23 ∙ Under My Skin,9.2, (4.5K),"When all of House's efforts to rid himself of Amber fail, he turns to someone unexpected for assistance. Meanwhile, the team is left to fend for itself as they try to save a ballerina's life and career.",https://www.imdb.com/title/tt1399759/?ref_=ttep_ep_23
5,S5.E24 ∙ Both Sides Now,9.6, (7.9K),"House and his team treat a patient who had his brain split in half, now it seems like one side of his brain is causing some health/behavioral issues. House plays games with Cuddy over the night he detoxed, and those events will cause major changes. Cameron and Chase come to a decision.",https://www.imdb.com/title/tt1413129/?ref_=ttep_ep_24
6,S6.E1 ∙ Broken,9.6, (12K),"House fights his doctors, the staff and his fellow patients when he's forced to stay in the psychiatric hospital under threat of permanently losing his medical license.",https://www.imdb.com/title/tt1462220/?ref_=ttep_ep_1
6,S6.E2 ∙ Epic Fail,8.5, (3.6K),Vince hallucinates during testing of a video game he's developing. House quits his old job after mental hospital. He joins Wilson in cooking class. Foreman takes over on trial.,https://www.imdb.com/title/tt1503404/?ref_=ttep_ep_2
6,S6.E3 ∙ The Tyrant,8.9, (4.1K),Foreman hires Chase and Cameron as his new team. An African tyrant becomes Foreman and co.'s patient. They're not happy. House is back as consultant. House meets Wilson's downstairs neighbor.,https://www.imdb.com/title/tt1503408/?ref_=ttep_ep_3
6,S6.E4 ∙ Instant Karma,8.3, (3.1K),"A wealthy businessman brings his teenage son, who is suffering from inexplicable stomach pains, to Princeton Plainsboro and insists on having Dr. House handle the case. The father of the patient believes the karmic penalty of his financial success is that he is victim to personal tragedy.",https://www.imdb.com/title/tt1503409/?ref_=ttep_ep_4
6,S6.E5 ∙ Brave Heart,8.3, (3.1K),"A cop believes he's genetically doomed to die of heart failure at 40 (next week), so he takes big risks at work, landing him with Cameron. She gets House to look at him.",https://www.imdb.com/title/tt1503410/?ref_=ttep_ep_5
6,S6.E6 ∙ Known Unknowns,8.2, (3.1K),A teenage girl is brought to the hospital with severely swollen appendages after a wild night out.,https://www.imdb.com/title/tt1503411/?ref_=ttep_ep_6
6,S6.E7 ∙ Teamwork,8.0, (3.1K),"After House's medical license is reinstated, he reclaims his role as Head of Diagnostics in time to treat Hank Hardwick, an adult film star admitted to Princeton Plainsboro for pulsating eye pain. Meanwhile, Cuddy is reminded that the hospital is not conducive to healthy personal relationships.",https://www.imdb.com/title/tt1503412/?ref_=ttep_ep_7
6,S6.E8 ∙ Ignorance Is Bliss,8.2, (3K),A man with IQ 178 works as courier and collapses in a bookstore. House is still playing his games for Cuddy's attention. Chase punches him.,https://www.imdb.com/title/tt1503414/?ref_=ttep_ep_8
6,S6.E9 ∙ Wilson,8.8, (3.9K),"When an old friend and former patient of Wilson's experiences paralysis in his right arm, Wilson puts himself on the case. House wagers Wilson that the patient's symptoms result from new cancer cells. Wilson accepts even though he is reluctant to believe the cancer has returned.",https://www.imdb.com/title/tt1503394/?ref_=ttep_ep_9
6,S6.E10 ∙ The Down Low,8.8, (3.7K),"When drug dealer Mickey mysteriously collapses while negotiating a sale, his partner-in-crime, Eddie, accompanies him to Princeton Plainsboro for treatment. But with a major deal pending, Mickey is not forthcoming with the necessary personal information the team needs to treat him.",https://www.imdb.com/title/tt1564666/?ref_=ttep_ep_10
6,S6.E11 ∙ Remorse,8.6, (3.3K),"The team takes on the case of Valerie, an attractive female executive experiencing random episodes of excruciating pain. House agrees to take the case based on Valerie's looks, and while treating her, the men on the team are charmed by Valerie's beauty and personality.",https://www.imdb.com/title/tt1503395/?ref_=ttep_ep_11
6,S6.E12 ∙ Moving the Chains,7.9, (2.9K),"House and the team rush to treat an ailing college football star in time for the patient to compete in NFL tryouts. But when the patient experiences an onslaught of varied and unusual symptoms, the team has trouble reaching a consensus on how to effectively treat him in time.",https://www.imdb.com/title/tt1503396/?ref_=ttep_ep_12
6,S6.E13 ∙ 5 to 9,8.6, (4.2K),"A day in the life of Lisa Cuddy, Princeton-Plainsborough Hospital Administrator. From a sick child to contract negotiations with insurance companies, from dealing with House's shenanigans to employee theft and patient complaints.",https://www.imdb.com/title/tt1503397/?ref_=ttep_ep_13
6,S6.E14 ∙ Private Lives,7.9, (3K),"House and the team take on the case of an avid blogger admitted with sudden bruising and bleeding. From her hospital bed, the patient blogs about her symptoms, doctors and prospective diagnoses to her dedicated band of followers and solicits their advice on a course of treatment.",https://www.imdb.com/title/tt1503398/?ref_=ttep_ep_14
6,S6.E15 ∙ Black Hole,7.9, (2.9K),"Physics student and his father, Artie, bring in the kid's lover Abby Nash, who nearly suffocated in foam during a planetarium lecture. The team eliminates everything except an allergy to something in her body. House presses Wilson to buy furniture as a way to express his personality.",https://www.imdb.com/title/tt1503399/?ref_=ttep_ep_15
6,S6.E16 ∙ Lockdown,8.7, (4K),"When a newborn disappears from the nursery, Princeton Plainsboro goes on lockdown, preventing anyone from entering, leaving or moving within the hospital. While House and his team members are trapped in various parts of the building, new insights about the team's personal histories, relationships and regrets surface.",https://www.imdb.com/title/tt1623399/?ref_=ttep_ep_16
6,S6.E17 ∙ Knight Fall,7.7, (2.8K),"At a renaissance festival, a knight fights for the ""queen's"" hand. He falls to the ground with red eyes but no wounds. Wilson dates his first ex-wife. House and Thirteen dress up to investigate at the renaissance festival.",https://www.imdb.com/title/tt1503401/?ref_=ttep_ep_17
6,S6.E18 ∙ Open and Shut,7.7, (2.8K),A woman in an open marriage suddenly gets strong belly pain. Taub would like an open marriage. Wilson's new relationship with his ex is shaky.,https://www.imdb.com/title/tt1503402/?ref_=ttep_ep_18
6,S6.E19 ∙ The Choice,7.9, (2.9K),"The team takes on the case of an ailing groom-to-be who harbors undisclosed secrets from a previous relationship. As his fiancée tries to get answers to her many questions, a frustrated team winnows down the possibilities. Meanwhile, House spends extra-curricular time with his Princeton Plainsboro colleagues.",https://www.imdb.com/title/tt1503403/?ref_=ttep_ep_19
6,S6.E20 ∙ Baggage,8.8, (3.7K),"At therapy with Dr. Nolan, House tells about a cute amnesiac in ER, Wilson throwing him out and his old apartment being a mess after Alvarez broke in.",https://www.imdb.com/title/tt1503405/?ref_=ttep_ep_20
6,S6.E21 ∙ Help Me,9.5, (6.6K),"Cuddy, House and members of the team join forces with a search-and-rescue team to provide much-needed medical attention at the scene of an emergency.",https://www.imdb.com/title/tt1503406/?ref_=ttep_ep_21
7,S7.E1 ∙ Now What?,8.2, (3.5K),"House and Cuddy are exploring the ramifications of those feelings and attempting to make a real relationship work. Meanwhile, due to a colleague's illness, Princeton Plainsboro is left without a neurosurgeon on site, threatening the hospital's accreditation as a Level 1 Trauma Center.",https://www.imdb.com/title/tt1697219/?ref_=ttep_ep_1
7,S7.E2 ∙ Selfish,8.5, (3.2K),"When Della, a seemingly healthy and active 14-year-old, suddenly collapses during a skateboarding exhibition, House and his team struggle to diagnose her condition and reassure her parents who already have to cope with their son's terminal illness.",https://www.imdb.com/title/tt1685104/?ref_=ttep_ep_2
7,S7.E3 ∙ Unwritten,8.1, (2.9K),"A famous novelist finishes her last novel and gets ready to shoot herself, when she has a seizure. House gives her a 72 hour psych hold to find out what's wrong with her. House and Wilson go on a go-kart double-date.",https://www.imdb.com/title/tt1726377/?ref_=ttep_ep_3
7,S7.E4 ∙ Massage Therapy,7.7, (2.7K),"When a patient named Margaret McPherson is admitted to Princeton Plainsboro after suffering severe and uncontrollable vomiting, House and the team make unexpected discoveries about her identity as they assess her symptoms. When the symptoms don't improve, the team looks to the patient's medical history to unearth more about her past.",https://www.imdb.com/title/tt1726378/?ref_=ttep_ep_4
7,S7.E5 ∙ Unplanned Parenthood,8.1, (2.9K),A newborn baby has problems breathing. House and team run diagnosis. House babysits Cuddy's daughter. Did she eat a dime? Foreman finds a new female doctor for the team. House fires her and Taub has to find a new one.,https://www.imdb.com/title/tt1726379/?ref_=ttep_ep_5
7,S7.E6 ∙ Office Politics,7.9, (2.7K),"It's election season, and in the midst of a tight campaign, an incumbent New Jersey senator's campaign manager falls ill with liver failure and temporary paralysis. Cuddy pushes House to add a female doctor to his team by hiring brilliant third-year medical student Martha Masters in Thirteen's absence.",https://www.imdb.com/title/tt1708695/?ref_=ttep_ep_6
7,S7.E7 ∙ A Pox on Our House,8.6, (3.3K),"After a 200-year-old medicine jar found on an off-shore shipwreck shatters in a teenage girl's palm, she is admitted to Princeton Plainsboro for symptoms closely linked to smallpox. Meanwhile, Wilson and Sam comfort a 6-year-old chemotherapy patient who prompts them to examine their relationship.",https://www.imdb.com/title/tt1726380/?ref_=ttep_ep_7
7,S7.E8 ∙ Small Sacrifices,7.6, (2.7K),"Science and faith are called into question when a patient is admitted to the hospital following his reenactment of the Crucifixion. The patient, Ramon Silva, refuses to undergo the prescribed treatment, and the team learns that after his daughter's cancer was cured, he pledged an oath of self-sacrifice to God.",https://www.imdb.com/title/tt1726381/?ref_=ttep_ep_8
7,S7.E9 ∙ Larger Than Life,8.2, (2.8K),"When a woman falls on the subway tracks, Jack jumps down, saves her and faints. Martha finds him in ER. When the hospital uses Taub's photo for promotion, his wife is aroused. House meets Cuddy's mom.",https://www.imdb.com/title/tt1726382/?ref_=ttep_ep_9
7,S7.E10 ∙ Carrot or Stick,7.8, (2.7K),A disciplinary training camp drill instructor collapses with back pain. One of the 24 boys joins him in hospital. Someone has access to Chase's social media account and credit card. Cuddy wants Rachel in a good preschool.,https://www.imdb.com/title/tt1726371/?ref_=ttep_ep_10
7,S7.E11 ∙ Family Practice,8.5, (3.1K),Cuddy's mom has heart problems and is admitted. Secrets come out about her mom.,https://www.imdb.com/title/tt1726372/?ref_=ttep_ep_11
7,S7.E12 ∙ You Must Remember This,7.7, (2.6K),"When a waitress with a perfect memory suffers temporary paralysis, her older sister visits her in the hospital, which triggers high stress levels and even more health complications. The patient's sharp memory proves detrimental when a grudge she's been holding against her sibling gets in the way of receiving proper medical treatment.",https://www.imdb.com/title/tt1726373/?ref_=ttep_ep_12
7,S7.E13 ∙ Two Stories,8.8, (4.1K),"House entertains a school class on Career Day telling about his patient, a college student, who coughed up his lung. He spices up the story with quotes from movies. He later gets advice from 2 students outside principal's office.",https://www.imdb.com/title/tt1726374/?ref_=ttep_ep_13
7,S7.E14 ∙ Recession Proof,7.8, (2.7K),A man cleans crime scenes after losing his real estate company. His wife doesn't know. He suddenly gets a fit at a restaurant. Masters thinks he lied about his job. Foreman throws Taub out. Cuddy gets an award.,https://www.imdb.com/title/tt1726375/?ref_=ttep_ep_14
7,S7.E15 ∙ Bombshells,8.5, (3.7K),"Tension reaches new heights when Cuddy faces sobering news that propels her to reevaluate her priorities. While House is distracted by his concern for Cuddy's well-being, the team treats a teenage patient whose worsening symptoms and suspicious body scars indicate more than just physical illness.",https://www.imdb.com/title/tt1726376/?ref_=ttep_ep_15
7,S7.E16 ∙ Out of the Chute,8.7, (3.6K),"Cuddy dumped House. He moves into a luxury hotel and goes on a Vicodin, booze and cute hooker binge. The team gets a trampled rodeo bull rider but needs House to save him. Masters has a crush on their patient.",https://www.imdb.com/title/tt1842688/?ref_=ttep_ep_16
7,S7.E17 ∙ Fall from Grace,8.3, (3K),"A young homeless man who is a former drug addict is found in a park showing signs of olfactory impairment and horrific scars and burn marks on his chest. With an uncertain identity and the patient's severely worsening conditions, the team looks to the patient's personal records and family history in order to understand his detachment.",https://www.imdb.com/title/tt1842081/?ref_=ttep_ep_17
7,S7.E18 ∙ The Dig,8.8, (3.4K),The team treats a patient with a secret home life. House enlists help to participate in a spud gun competition.,https://www.imdb.com/title/tt1878391/?ref_=ttep_ep_18
7,S7.E19 ∙ Last Temptation,8.3, (2.8K),"Masters faces a career crossroads on her last day as a medical student and struggles with the choice to continue on the path to become a surgeon or to accept the rare opportunity to join House's team officially. Meanwhile, the team treats a 16-year-old girl who inexplicably collapsed days before embarking on an ambitious sailing tour around the globe.",https://www.imdb.com/title/tt1880571/?ref_=ttep_ep_19
7,S7.E20 ∙ Changes,7.7, (2.5K),Arlene Cuddy returns and House and Cuddy's jobs are in danger when Arlene tries to sue the hospital.,https://www.imdb.com/title/tt1883788/?ref_=ttep_ep_20
7,S7.E21 ∙ The Fix,7.6, (2.5K),"When House and Wilson bet on a boxing match and disagree over the outcome, Wilson gives him exactly one day to pay up or prove him wrong.",https://www.imdb.com/title/tt1902562/?ref_=ttep_ep_21
7,S7.E22 ∙ After Hours,9.1, (4.1K),Darrien steals a car after getting stabbed and hurries to her friend 13's home for help. Chase brings an ultrasound and helps. House performs surgery on his own leg at home after using experimental drugs.,https://www.imdb.com/title/tt1900094/?ref_=ttep_ep_22
7,S7.E23 ∙ Moving On,8.4, (3.5K),"A known performance artist collapses during a performance. She ends with House's team, which is what she wanted. House is more self-destructive and irresponsible than usual. Cuddy's sister finds a date for her.",https://www.imdb.com/title/tt1919895/?ref_=ttep_ep_23
8,S8.E1 ∙ Twenty Vicodin,8.8, (4K),"House gets parole at his hearing, but he still has to survive 5 more days in a prison filled with violent criminals. One of them wants 20 Vicodin ""or else"". He helps the prison doctor diagnose a patient.",https://www.imdb.com/title/tt2006450/?ref_=ttep_ep_1
8,S8.E2 ∙ Transplant,8.1, (3K),"A surprising visitor makes House an offer he can't refuse by giving him the opportunity to help the Princeton Plainsboro team treat a unique patient in order to save the life of an organ recipient being administered by Wilson. Meanwhile, House makes an effort to reconnect with Wilson despite a cold reception.",https://www.imdb.com/title/tt2015677/?ref_=ttep_ep_2
8,S8.E3 ∙ Charity Case,8.0, (2.8K),"When Benjamin suddenly collapses after making a rare and generous donation, House and Dr. Chi Park are convinced that his extreme altruistic behavior may indicate a deeper medical disorder. Meanwhile, Adams and Park test each other's outlook on generosity and gratitude, and Thirteen's guilt conflicts with her pursuit of personal happiness.",https://www.imdb.com/title/tt2016511/?ref_=ttep_ep_3
8,S8.E4 ∙ Risky Business,7.7, (2.6K),"A businessman, about to move thousands of jobs to China, needs to see a doctor. House needs a donation. Park bets with House on not getting fired. House tries to raise funds for insider trading in his patient's company.",https://www.imdb.com/title/tt2021267/?ref_=ttep_ep_4
8,S8.E5 ∙ The Confession,8.2, (2.7K),"There's money now to hire Chase, Taub and Adams. A ""model citizen"" gets a seizure while cheating on his wife in a motel. He's House's new team's first patient. Is Taub dad to any of ""his"" two babies?",https://www.imdb.com/title/tt2063276/?ref_=ttep_ep_5
8,S8.E6 ∙ Parents,7.8, (2.5K),"A teenage boy attempting to follow in his late father's footsteps as an entertainer is admitted to Princeton Plainsboro with partial paralysis. As the team searches for a bone marrow match, they uncover a disturbing family secret. Also, Taub faces a tough decision when his ex-wife Rachel tells him that she wants to move across the country with their infant daughter.",https://www.imdb.com/title/tt2084392/?ref_=ttep_ep_6
8,S8.E7 ∙ Dead & Buried,8.1, (2.7K),House is more interested in a case that Foreman brings of a 4 year old dead boy than the 14 year old live girl. The team takes care of her while he sees the boy's dad and corpse.,https://www.imdb.com/title/tt2084393/?ref_=ttep_ep_7
8,S8.E8 ∙ Perils of Paranoia,7.7, (2.5K),A prosecutor in court thinks he has a heart attack. Is it an anxiety attack? He has an arsenal hidden from his wife in their home. Taub tries to fix Foreman up with a nurse.,https://www.imdb.com/title/tt2084394/?ref_=ttep_ep_8
8,S8.E9 ∙ Better Half,7.9, (2.6K),A man with Alzheimer's is offered a trial treatment after which he pukes blood. He ends with House and his team. Wilson treats a patient who claims to be in a chaste marriage.,https://www.imdb.com/title/tt2092629/?ref_=ttep_ep_9
8,S8.E10 ∙ Runaways,7.6, (2.5K),"A runaway girl thinks she has asthma. While seeing House, her ear starts bleeding. Further treatment requires adult consent or social services. House enjoys not having an ankle monitor.",https://www.imdb.com/title/tt2121953/?ref_=ttep_ep_10
8,S8.E11 ∙ Nobody's Fault,9.1, (4.1K),"When a violent incident involving a patient has serious consequences for one staff member, House and the team are placed under review by Dr. Walter Cofield, Foreman's former mentor and current Chief of Neurology. Cofield must weigh the team's unconventional brand of collaboration against their ability to save lives.",https://www.imdb.com/title/tt2121954/?ref_=ttep_ep_11
8,S8.E12 ∙ Chase,8.8, (3.6K),"Chase is back. His first patient is a cute nun about to make her final vow. While still blaming House, he needs his help with his patient. House and Taub try to one-up each other with pranks.",https://www.imdb.com/title/tt2121955/?ref_=ttep_ep_12
8,S8.E13 ∙ Man of the House,7.9, (2.5K),"A marriage counselor collapses during a speaking engagement, but when he is put under close evaluation, the team notice changes in his behavior that conflict with his motivational message on the roles of men and women. Meanwhile, House and his Ukrainian ""wife"" Dominika make a deal to convince Immigration that they are a happily married couple.",https://www.imdb.com/title/tt2121956/?ref_=ttep_ep_13
8,S8.E14 ∙ Love Is Blind,7.8, (2.6K),A blind man has just bought an engagement ring when his hearing gets super sensitive. Seizure? House's mom drops by with a surprise. Park has an LSD trip.,https://www.imdb.com/title/tt2121957/?ref_=ttep_ep_14
8,S8.E15 ∙ Blowing the Whistle,7.3, (2.5K),A patient is caught between family and a code of honor.,https://www.imdb.com/title/tt2121958/?ref_=ttep_ep_15
8,S8.E16 ∙ Gut Check,7.5, (2.5K),A hockey player's on-ice fighting takes a turn for the worse.,https://www.imdb.com/title/tt2121959/?ref_=ttep_ep_16
8,S8.E17 ∙ We Need the Eggs,7.7, (2.5K),"House and the team take on the case of a man who starts tearing blood. Meanwhile, House is interviewing for a new favorite hooker, since his current favorite, Emily, has decided to get married and leave the business. Desperate for Emily ""companionship,"" House teams up with his ""wife"" Dominika to sabotage Emily's budding relationship.",https://www.imdb.com/title/tt2121960/?ref_=ttep_ep_17
8,S8.E18 ∙ Body and Soul,7.8, (2.7K),The team analyzes the significance of dreams.,https://www.imdb.com/title/tt2121961/?ref_=ttep_ep_18
8,S8.E19 ∙ The C Word,9.0, (3.9K),"6 y.o. Emily gets a nose bleed and faints. Her dad gets her to the hospital, her mom's a doctor. Wilson has cancer, House is there for him.",https://www.imdb.com/title/tt2121962/?ref_=ttep_ep_19
8,S8.E20 ∙ Post Mortem,8.7, (3K),The team treats a fellow doctor wary of their skills. Meanwhile Wilson forces House on a roadtrip.,https://www.imdb.com/title/tt2121963/?ref_=ttep_ep_20
8,S8.E21 ∙ Holding On,9.0, (3.6K),A patient's illness has its roots in the body and mind. Wilson and House try to come to terms with the cancer.,https://www.imdb.com/title/tt2121964/?ref_=ttep_ep_21
8,S8.E22 ∙ Everybody Dies,9.3, (7.5K),"Treating a drug addict patient results in House examining his life, his future and confronting his own personal demons.",https://www.imdb.com/title/tt2121965/?ref_=ttep_ep_22
